N,rep,beta
50,686,0.07260473049830261
50,687,0.03677456418208498
50,688,0.12869342064986192
50,689,-0.08622922321513052
50,690,-0.24888127334844432
50,691,0.6691771218524056
50,692,0.4675130270913382
50,693,-0.5368165676044301
50,694,-0.20919418192145836
50,695,0.2718433396887705
50,696,-0.005424566704014018
50,697,-0.24529932335752996
50,698,-0.6086059613740012
50,699,0.23830778104447078
50,700,0.6827168606912076
50,701,-0.4655474096734246
50,702,-0.6152149695012445
50,703,0.5964191903560438
50,704,-0.10174918849401585
50,705,-0.5432718285420058
50,706,-0.1429962950208424
50,707,-1.415424092554331
50,708,0.4766776909814996
50,709,0.09522592688548882
50,710,-0.32736959473120153
50,711,-0.4576020639449472
50,712,0.13840624590810544
50,713,0.14554522980691786
50,714,0.10100581107503794
50,715,-0.09726275031257725
50,716,-0.7032752900216465
50,717,0.5248838877563788
50,718,-0.2585451967469107
50,719,0.2327838296715646
50,720,-1.1545129759674393
50,721,-0.3658987330751947
50,722,-0.8281818954465815
50,723,-0.02301771451439268
50,724,0.13936101292815442
50,725,-0.11413511959802075
50,726,-0.11767783214149997
50,727,-0.24339492267523516
50,728,0.6015605227750098
50,729,-1.0463342471289379
50,730,-0.3731709639327357
50,731,0.2655586168276198
50,732,0.5377704641008242
50,733,0.3878794735346135
50,734,-0.5763590982089252
50,735,1.1483435894978533
50,736,0.40951972947160387
50,737,0.7810466601714319
50,738,-0.24912816672640214
50,739,-0.551089012661731
50,740,0.2882804367470357
50,741,0.03717167540113959
50,742,0.6195883969459484
50,743,-0.22646170927622095
50,744,0.38174800317884017
50,745,2.2405520966306303
50,746,-0.6609712726806858
50,747,-0.3648807764903287
50,748,0.5630483477035613
50,749,0.09888685002747316
50,750,-0.21365069405008388
50,751,-0.5796732629600172
50,752,-0.20680263843357727
50,753,-2.1536598666847016
50,754,-0.32372641837538435
50,755,0.125291930894717
50,756,0.18654291946246238
50,757,1.5802579703150457
50,758,-0.36631328230528865
50,759,0.09678618494495753
50,760,-0.31526087283287946
50,761,-0.144158333478522
50,762,-0.7525625895685952
50,763,0.02074953296214484
50,764,0.20403976306769459
50,765,-0.1366940101969916
50,766,0.05135599747071865
50,767,-0.5065303804344072
50,768,0.5404411220976044
50,769,-0.10824694503358341
50,770,0.9142659164431404
50,771,1.0050054124082939
50,772,-0.13477586167644368
50,773,0.5224259296492352
50,774,0.35164501928174713
50,775,0.13603808233368708
50,776,-1.4773381112507764
50,777,0.14522604631810576
50,778,-0.28067126083640315
50,779,0.8225376610086081
50,780,0.02350706156572014
50,781,-0.6596031551595444
50,782,-1.00411011245607
50,783,0.3333212295641152
50,784,-0.10943283002723346
50,785,-0.45163352395074907
50,786,0.7158153468532257
50,787,0.31375571101905647
50,788,0.4986911016188182
50,789,-0.5527695723415382
50,790,0.3840315174741544
50,791,0.15382759673757485
50,792,-1.3391194546624785
50,793,0.7804917661812207
50,794,0.6579407652861718
50,795,-0.512487617069068
50,796,0.06330691262724394
50,797,0.11713410845138585
50,798,-0.8667397006698133
50,799,-0.028760981661879587
50,800,0.05033028162724334
50,801,-0.3495582935004519
50,802,-0.4102016747271762
50,803,-0.3180801977591957
50,804,-0.0656016334001831
50,805,-1.8736581813183006
50,806,-0.9203170358485111
50,807,-0.4530862182728975
50,808,0.7967869391449605
50,809,-0.12494321207456621
50,810,0.8188407979025855
50,811,-0.19064418735867603
50,812,-0.8644405739109392
50,813,-0.6940290313083791
50,814,-0.009221659727030276
50,815,0.4525503687196154
50,816,-0.4248600605026462
50,817,-0.36850144309311655
50,818,-0.21263340392372046
50,819,-0.03366600552781761
50,820,-0.24768111194026507
50,821,-0.09087318859325567
50,822,-0.4762078834739627
50,823,-0.052459237438779206
50,824,0.40295257538287493
50,825,-0.22270706749285696
50,826,0.17731379674592535
50,827,-0.4903139643656357
50,828,-0.8556113239341037
50,829,-0.396266490328483
50,830,-0.5209273363131202
50,831,-0.6547046034823052
50,832,0.5029062072478995
50,833,-1.210342981903932
50,834,-0.0015672241338091448
50,835,0.9695058547340911
50,836,-0.24580109259650784
50,837,-0.3859672620846422
50,838,-0.8277129479848888
50,839,-1.0661612520241217
50,840,-0.38922517745258356
50,841,0.1063135202189293
50,842,-0.17864856633646684
50,843,0.9211959170969094
50,844,-0.14287290169672806
50,845,0.8372541488771745
50,846,0.27559306435140296
50,847,-0.7576937601472624
50,848,1.0824711612935962
50,849,0.42532871495707864
50,850,-0.5785625256009799
50,851,-0.2875340269257106
50,852,0.30539941208507704
50,853,-0.36166428603602685
50,854,-1.939547381861394
50,855,0.3071383474312156
50,856,0.3465710654625409
50,857,0.219639060358332
50,858,0.7534699540686526
50,859,0.2643333129733602
50,860,-0.1948140307856362
50,861,0.3700923337415173
50,862,0.020539852473099005
50,863,-0.9592355001813356
50,864,-0.49365692951189294
50,865,0.2581743304449824
50,866,-0.8354000323584068
50,867,0.7007609419342552
50,868,-2.309645307789461
50,869,1.834477870608842
50,870,0.351267003498972
50,871,0.14356882460343287
50,872,-0.4640272658996888
50,873,-0.3335473179582706
50,874,-0.2543217246784991
50,875,-0.342350471025231
50,876,0.38172122727987734
50,877,0.4809304998755078
50,878,0.13525623935233164
50,879,-0.07152239905694974
50,880,-0.6356122073454087
50,881,-0.7444858502690446
50,882,0.3249340217949871
50,883,1.099234275357667
50,884,-0.4265294468872316
50,885,-0.5459050736503197
50,886,-0.7188665793463275
50,887,0.25317722638903795
50,888,-0.16400336655531395
50,889,-0.32237120100179334
50,890,-0.309753378691069
50,891,-0.13482428191034465
50,892,-0.3843906814956351
50,893,-0.6218393004748438
50,894,-0.6028647505337617
50,895,-0.19675357019603262
50,896,0.4435743051410609
50,897,1.1280790912690417
50,898,0.19352841889708994
50,899,-0.563023528962165
50,900,-0.3517343685175645
50,901,0.5913457588639394
50,902,-0.5816522927730261
50,903,-0.06288606916713373
50,904,-0.179436942499576
50,905,0.13316607303796224
50,906,-0.17898612312568465
50,907,-0.2838405107613683
50,908,-0.4065171730344357
50,909,0.4128448115496841
50,910,1.0732832430203305
50,911,0.07469945773302843
50,912,0.4320619474451593
50,913,1.2343197391905123
50,914,0.75459621878674
50,915,-0.6170925839152034
50,916,-0.6759773492543794
50,917,-0.6403294594171791
50,918,-0.017530936170864844
50,919,0.43911627453502006
50,920,-0.16691715516585776
50,921,0.736372188723846
50,922,0.6179857203210214
50,923,-0.7636580725533797
50,924,0.26494009214202674
50,925,-0.6361634475607318
50,926,0.22413919433394577
50,927,0.26651104592504105
50,928,-0.032184290995816045
50,929,-0.0892283098543062
50,930,-0.6245288829793468
50,931,0.48713542843543356
50,932,-0.5093100909962551
50,933,-0.37501320465319526
50,934,-0.8335963446612392
50,935,-0.8586575723259032
50,936,-0.8838519827227266
50,937,0.13553237410315805
50,938,0.059928515690873936
50,939,0.1370987088096054
50,940,0.7687133320649157
50,941,0.6224475937899232
50,942,0.5766237192622695
50,943,-1.208166944887441
50,944,0.06805870954255001
50,945,0.004258504423840236
50,946,0.638368883025737
50,947,-0.41529478638427086
50,948,-0.6790789856071288
50,949,-0.020260162227570325
50,950,0.1255816726731965
50,951,0.5445175059634378
50,952,0.3951161659077488
50,953,-0.5484191586934486
50,954,1.080041842387118
50,955,0.7765442822834819
50,956,0.9799386406708248
50,957,0.7510094882592373
50,958,-0.2119960898947889
50,959,-0.21376903625839078
50,960,0.7041146447736721
50,961,0.7519240525624087
50,962,-0.342126189024139
50,963,0.8480479800330861
50,964,0.31877228432545784
50,965,-0.40086106867295423
50,966,-1.252421853046623
50,967,2.3359501452254436
50,968,0.06079197163752523
50,969,-0.20731582547087873
50,970,0.22451175039789512
50,971,0.18423910033856958
50,972,-0.6763932757320205
50,973,0.44066822217487833
50,974,-0.6878586940760549
50,975,0.07506864892434673
50,976,1.2767233990498459
50,977,0.04171524560054394
50,978,-0.06482173165493559
50,979,0.010337205683402058
50,980,0.525838917362082
50,981,0.29457176841899246
50,982,0.3576221576372518
50,983,-0.39459821757797314
50,984,0.2594080530510478
50,985,0.14990511564995262
50,986,0.04790707820297868
50,987,0.5251757100747696
50,988,0.09449237061859327
50,989,0.6320754121662415
50,990,-1.2106074646821516
50,991,0.42273194488491256
50,992,0.19887037310768368
50,993,-0.5847746458283014
50,994,-0.21872976362357144
50,995,-1.2229658766267864
50,996,-0.6805669493327228
50,997,0.045460040553234805
50,998,-0.2861318155845336
50,999,-0.13129021349759296
50,1000,-0.21523995418096661
500,1,-0.2665963242610718
500,2,-0.04532650667698501
500,3,0.4671204672591346
500,4,0.21270758622028083
500,5,0.4764272440931161
500,6,-0.16651412579260197
500,7,-0.06439332059289543
500,8,-0.40897968542622243
500,9,-1.043410334306654
500,10,-0.15521199915800693
500,11,-0.2131479170130425
500,12,0.4475074832125929
500,13,1.1003769722991987
500,14,0.26772875445717603
500,15,-0.017199135719262095
500,16,0.37949985804624986
500,17,0.532789809340324
500,18,0.14057977142146044
500,19,-0.10342957918846798
500,20,0.43524526692357046
500,21,0.7983518852558794
500,22,-0.9382595332963055
500,23,-0.9763277526006506
500,24,0.030997058643363693
500,25,0.8678034107230872
500,26,0.18089671724537865
500,27,0.4368770739083169
500,28,-0.016853666474354427
500,29,0.7755977624840455
500,30,-0.28713311746945536
500,31,0.849168370038182
500,32,0.11742657877007735
500,33,0.6193384007489522
500,34,0.2264772291066585
500,35,-0.0068871910396614755
500,36,0.8907724814146611
500,37,0.01411196154491982
500,38,-1.1850514925118836
500,39,0.9554856299550721
500,40,0.4289315544965773
